id,text,label_list,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
1029,nemenin istri nyari baju tidur disini barangnya campur2 ada yg branded ada lokal pintar2 aja nyari bisa dapat barang branded bagus n ekonomis edit setelah 3 tahun ke sini lagi barang2 branded masih banyak cuma harus effort lebih nyari size printilan2 di lantai 1 juga tambah banyak,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1030,tempat nya aesthetic staff juga ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,cozy,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1032,bagus jaitannya rapih bahannya nymn,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1033,kualitas produk mantep lah ukuran 32 tb 175 bb 74,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1034,bajunya bagus bagus pengiriman nya cepet,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,bagus sesuai dengan di foto mantap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1036,produk dengan kualitas terbaik dengan harga yang paling value for money pelayanan ok dan delivery tepat waktu,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1037,beeh mantap kainnya jahitannya rapi tebel bahannya siap lah dibawa ke blok m,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1038,best buy in december hahaha baguus cuttingannya juga oke,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1039,baru kali ini sih punya kaos berbahan katun bangkok keren sih design original bakal belanja lg nunggu flash sale,PRODUCT_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,0,0,0,1,0,0,0
1040,produk sesuai diskripsi kurir cepat dan ramahsopan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1041,agak besar ya cuttingnya tapi no froblemo untuk orang yang suka looks baju gobyoroversize,PRODUCT_NEUTRAL,0,0,1,0,0,0,0,0,0,0,0,0,0
1042,barang nya sesuai dengan yg di sampaikan saat live semoga cocok,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1043,bagus sesuai dengan di foto mantap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1044,cakep cakep selalu langganan disini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1045,keren keren bajunya uptudate,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1046,jangan ragu co sekarang,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1047,kualitas produk sesuai harapan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1048,perfect fit worth the price,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1049,bajunya lucu lucu harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1050,model bajunya kekinianbagusmurah juga lagi pokoknya suka bangett,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,keren bahan nya enak lembut mantep lah pokoknya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1052,bahan nya adem tebal dan nyaman kualitas produk sangat baguscuman sayang kebesaran pdahal bb 96 celananya masih kebesaran,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,lengkap banget mulai dari makeup baju sepatu tas topi boneka baju renang seprei aksesories jilbab mukena dll semuanyaaa ada udah makin tertata dan rapi enak tempatnya nggak desak desakan karna tempatnya juga luass harga juga terjangkau pelayanan ramah sesuai protokol kesehatan cuci tangan pakai masker juga jaga jarak pembayarannya harus per lantai bisa tunai bisa debit juga,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1054,barangnya bagus dan cepat terkirim,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1055,sangat bagus dan harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1056,kualitas ok cuma salah ambil ukuran aja,PRODUCT_POSITIVE|OUT_OF_TOPIC,1,0,0,0,0,0,0,0,0,0,0,0,1
1057,baju bagus2 harga sangat terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1058,barangnya bagus bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1059,pelayanan dan barang nya kualitas terbaik,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1060,sebenarnya produk nya bagus cuman owner nya ngirim celana yg abu aku pesen yg black,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1061,kualitas produk bagus pol gila bahannya tebel banget tp nyaman dan ga panas desainnya simpel tp oke tb 160 bb 60 ukuran s pokonya gajian berikut harus beli lagi ma,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1062,oke sih tapi dengan size 34 tb 173 bb 75 masih kedodoran njirr,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1063,sesuai ekspetasi barangnya bagus dan nyaman dipakai tapi belum di coba di luar ruangan saat siang hari,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1064,kualitas produk lumayan ok cuman ada caacat sedikit,PRODUCT_NEGATIVE|PRODUCT_NEUTRAL,0,1,1,0,0,0,0,0,0,0,0,0,0
1065,firstime beli disini online no tipu tipu barang bagus adminnya ramah pwoll,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1066,ukuran agak terlalu besar bisa dipertimbangkan kembali untuk downsize,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1067,pelayanannya ramah tokonya aesthetic,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1068,barang datang sesuai dengan pesanan terima kasih admin next bakal pesan lagi oh ya ukuran badanku tb 176 bb 67 aku ambil size m pas banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1069,kualitas produk nyaman adem dan tebal sesuai live tb 165 bb 64 pas pakai size m,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1070,tempatnya cozy,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1071,tempat nyaman pelayanan ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1072,tinggi 170 bb 65 menurut pribadi pas gak terlalu gede,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1073,kualitas mantap poll kece bngt,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1074,ukurannya pas berat badan 71 80 kg tinggi badan 160 170 cm,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1075,keren modelnya bahannya juga halus dan ukurannya pas sekali,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1076,product quality bagus cuman rada tipis bahannya,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1077,tadinya mau nyoba doang beli merek ini trs jadi mau beli lagi celananya bagus bgt,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1078,sy tdk ngecek pas mau di strika baru kliatan padahl cucinya tdk di campur hnya baju putih itu sndri mungkin next sblm kirim bisa di cek lg,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1079,bahannya adem ngak bikin panaskeren,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1080,another favorite local brand in jogja,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1081,keren modelnya bahannya juga halus dan ukurannya pas sekali,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1082,bagus bahannya tebel sesuai ekspektasi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1083,oke sesuai ekspektasi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1084,kualitas produk bahan nya dingin cumn agak tipis,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1085,bb 73 tb 170 aku suka modelnya panjangnya pas dan tidak terlalu lebar bahannya bagus banget dipakai juga adem untuk harga 100 ribuan ini oke banget,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1086,bagus tebel sesuai harga rekomendet sih,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1087,koleksi kekinian harga terjangkau sangat memuaskan,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1088,pelayanan ramah harga affordable kualitas oke bangettt koleksinya juga lucu lucu dan kekinian bakalan jadi langganan buat beli baju baju lucu disiniii,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1089,bagus banget barang lengkap dan staff ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1090,bahannya nyaman dipake dan adem buat sy mau cek dulu klo dicuci gmn ketahanannya klo ok repeat order,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1091,kualitas produk overall bahannya bagus tapi sangat disayangkan kayaknya bagian qc kurang teliti bahan kayak begini harusnya sudah di reject dan kalo di cuci 1kali p,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1092,seller amat komunikatif dan responsif gercep sat set sat set cepet sampe dapet harga bundling kualitas ok banget bahan nyaman dan adem amat sesuai dengan ekspektas,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1093,tempatnya lucu koleksinya keren semua,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1094,bagus kualitas produk nyaman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1095,kak tolong ya pinisingnya yang buang benangnya agak di perbaiki kurang bersih,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1096,murah meriah lokal n branded tersediatempat nyaman,PRODUCT_NEUTRAL|PRICE_POSITIVE|PLACE_POSITIVE,0,0,1,1,0,0,1,0,0,0,0,0,0
1097,hmm ya ok lah,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1098,super bagus cuma pesennya warna misty dateng nya warna item tpi gapap sama bagus ko,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1099,ganteng banget ni hody,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1100,bintang 1000 good barang nya cuman sedikit gombrang walaupun pengirimannya lama bet,PRODUCT_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,0,1,0,0,0,0,0
1101,belanja di fasion icon perlengkapan baju mulai anak dewasa terlengkap langganan belanja disini kualitas juara pokoknya mantap sukses selalu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1102,modelnya mantap ukuran pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1103,pusat perlengkapan pakaian wanita ada juga yg laki laki bagus surga dunia wanita tempatnya di fashion icon ini,PRICE_NEUTRAL|PLACE_POSITIVE,0,0,0,0,0,1,1,0,0,0,0,0,0
1104,mantap ukuran pas dan bahan kemeja tidak mengecewakan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,bajunya semuanya nagua2 dengan harga terjangkau pelayanan ramah,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1106,pelayanan ramah tempat nyaman good lahh pokonya,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1107,mantapp lembut bangett,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1108,bahannya bagus nyaman dipakai keren ukuran sesuai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1109,bahan bagus sizing pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1110,produknya bagus worth it untuk ootd,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1111,saya salah ukuran kak,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1112,belanja disini harga murah terjangkau pelayanan nya ramah dijamin ga nyesel,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1113,beberapa kali mampir kesini nemenin pasangan cari kebutuhan dadakan cukup membantu pastinya pilihan item cukup banyak dan bervariasi harganya terbilang miring banget dari pasaran pastinya ada harga ada kualitas banyak barangitem brand luar juga ada juga brand lokal overall mantap lokasi cukup strategis parkiran memadai sistem pelayanan keseluruhan baik mungkin kalau tersedia pendingin ruangan lebih nyaman pastinya beberapa barangitem berdebu bisa ditingkatkan lagi kebersihannya sukses terus keep up the good work,PRODUCT_POSITIVE|PRODUCT_NEGATIVE|PRICE_POSITIVE|PRICE_NEUTRAL|PLACE_POSITIVE,1,1,0,1,0,1,1,0,0,0,0,0,0
1114,bahannya halusanget dan nyaman kayaknha buat dipake flight,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1115,ganteng banget ni hody,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1116,nyaman keren dan pas saat dipakai,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1117,bahanya tebal bangetpuas deh pokoknyadi tunggu versi cutingan regulernya kakak,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1118,benerbener bagus kualitasnya dan amanah gausa diraguin lagi produk nya next bakal selalu order di zano,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,celana good pokonyaa bessss nexx order lagi dahh yahhh mudah mudahan awet,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1120,tempatnya bersih koleksi bajunya kekinian harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1121,tempatnya lebih luas yg disini daripada di kotabaru,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1122,murah dan lengkap mau cari apa aja ada yg penting lagi dekat sama rumah,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1123,keren modelnyatp sayang aga tipis bahannya,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1124,koleksi shopinkae lucu lucu suka model dan tone warnanya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1125,mantap bagus sekali celana screamous,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1126,tokonya besar baju dewasa banyak tapi kl buat anak2 pilihannya sedikit sekali baju2 branded sebaiknya dihilangkan saja menumpuk banyak sekali seperti tidak tersentuh sampai berdebu sandal sepatu banyak tp sangat berantakan mungkin karena diacak2 konsumen juga sih,PRODUCT_NEGATIVE|PLACE_POSITIVE|PLACE_NEGATIVE,0,1,0,0,0,0,1,1,0,0,0,0,0
1127,lumaayan sih tapi kayaknya bahan nya ngk terlalu adem bngt agak mahal buat harga segitu,PRODUCT_NEUTRAL|PRICE_NEGATIVE,0,0,1,0,1,0,0,0,0,0,0,0,0
1128,produkny bagus dan berkualitas sesuai harga,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1129,warna nya ga pekat berbulu jaitan kurang rapih,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1130,diskon nya banyak bgt baju nya bagus,PRODUCT_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,0,0,0,1,0,0,0
1131,bajunya fashionable tempat nyaman,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1132,bb 67 tinggi 168 pakai m,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1133,pelayanan nya bagus koleksi hijab dan pakaiannya lengkap dan kekinian sekali,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1134,baju nya tipis jahitanya kurang rapi,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1135,pelayanan baik harga terjangkau model baju cantik,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1136,disconnyaa bar bar bgtzzz pleaseeee bahannyaa juga baguss poll ademm ga bkin pnasss thankyouuuuuuuu,PRODUCT_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,0,0,0,1,0,0,0
1137,harga mahasiswa bgt barangnya lucuu lucu dan banyak promooo,PRODUCT_POSITIVE|PRICE_POSITIVE|PROMOTION_POSITIVE,1,0,0,1,0,0,0,0,0,1,0,0,0
1138,bagus good perfect rosenbaum s b gupta v patel p 2024 january 30 ketamine statpearls publishing,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1139,bagus banget bahannya adem enak dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1140,koleksi menarik pelayanan ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1141,pelayanannya bagus bajunya simple tapi elegan,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1142,bahannya nyaman d pakek,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1143,akhirnya buka di jogja koleksinya bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1144,tempatnya keren,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1145,kualitas produk lumayan ok cuman ada caacat sedikit,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1146,tempat lucu nyaman staff helpful,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1147,sudah punya beberapa koleksi shopinkae memang bagus pas buka offline store langsung datang,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1148,koleksi bajunya cantik harga affordable wajib mampir,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1149,banyak pembeli dari online shop,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1150,sizingnya pas cocok utk gw yg tb 178 bb 94 fitnya enak bahannya tebel berasa hodie nb dengan harga 800 ribuan halus lembut ga gerah panjngnya oke cuma di leher agak,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1151,keren modelnyatp sayang aga tipis bahannya,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1152,dapat info dari temen disini bagus lanjut ngajak cewekku tapi sempet syok karena pegawainya bisa ngomong kasar di area luar sedangkan banyak konsumen mana wajahnya ga ramah lagi apa ga di trainning mengenai pelayanan ramah tamah parah,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1153,sayang sekali barang sangat bagus cuma ukuran gak sesuai pesanan saya pakai kayak jin botol buat pembelajaran saja kak,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1154,suka banget sama baju baju dari shopinkae pilihannya banyak dan bervariasi jadi bingung mau ambil yang mana kemarin ke store nya tempatnya nyaman banget,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1155,fashion icon jogja jakal sangat komplit pelayanan ramah toko bersih lengkap dan pelayanan bagus pokoknya bintang dehhh hehehe terimakasih,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1156,lumayan tempatnya besar sepi parkiran luas tp sayang bajunya gak tertata jadi satu semua bngung mau nyari krn terlalu banyak pilihan harga standar umum tp kurang uptodate,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1157,bagus bahannya beneran tebel,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1158,koleksi menarik pelayanan ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1159,kualitas produk oke sih ini mantap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1160,bajunya bagus bagusss,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,ukuran l tb bb 171 71 kain tebal ukuran pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1162,banyak pilihannya termasuk lengkap dan luas klo belanja disini bikin pusing karena pilihannya banyak,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1163,kualitas produk pas cuma kepanjangan sedikit oke lah masih nyaman bahan enak halus,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1164,top bos mantap ye kualitas produk mantap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1165,kereennn cantik cantik semua koleksinya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1166,lucu,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1167,ganteng banget ni hody,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1168,kualitas produk gacorrr minn 11 12 sama uniqlo suka pokonya min thanks berkah selalu,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1169,pelayanan ramah pilihan baju beragam,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1170,buat yg nyari cardigan warna earthtone dan bahan yg mantul bisa kesini,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1171,yah lumayan lah sesuai harga semoga awet aj,PRODUCT_NEUTRAL|PRICE_NEUTRAL,0,0,1,0,0,1,0,0,0,0,0,0,0
1172,bahan adem dan cutting pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1173,kualitas kurang baik bahan cepat rusak setelah dipakai beberapa hari,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1174,barang bagus harga worth it untuk anak kos,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1175,kualitas produk adem dan bagus nyaman dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1176,udah langganan disini dan staff nya ramah buat yg cari baju krudung apalagi baju lebaran bisa kesinii,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1177,produk lucu nyaman dipakai staff ramah dan membantu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1178,senang karena sekarang ada offline store,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1179,udah 2x pesen barang sesuaimantap gaa pernah mengecewakan,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1180,gesit banget admin fast respon gak kek toko sebelah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1181,barangnya lucu lucu kualitas bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1182,bagus bahan nya adem cuttingan nya bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1183,nyaman banget belanja baju disini pegawainya baik dan se ramah ituu tempatnya aesthetic dan cozy bgtt,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1184,bahan halus dingin enak cocok puas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1185,pelayanan baik dan disana bisa menemukan baju yang lucu pokoknya the best,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1186,suka banget sama produknya sudah dua kali kesini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1187,pengiriman yacepetbagus bagus model sama bahannya next bakal order lagi ini mah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1188,cepet bgt sampe nya bahannya lembut dan hangat,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1189,pelayanannya ramahfast responretur barang tidak dipersulit,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1190,bahan bagus dan juga pas di tb 173 bb 64,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1191,staff ramah bajunya bagus dan lucu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1192,jahitan kurang rapih masih banyak sisa2 benang belum diberesin kain sih adem enak tidak terlalu tipis hanya kualitas jahitannya saja mungkin perlu di cek kembali,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1193,bahan top adem enak dipake jahitan oke pengiriman super cepet packing rapi nice banget,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1194,saya sangat puas berbelanja di toko ini melalui tokopedia produk yang saya terima kualitasnya sangat luar biasa sesuai dengan deskripsi yang tertera di etalase dan ber,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1195,sudah punya beberapa koleksi shopinkae memang bagus pas buka offline store langsung datang,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1196,bajunya lucu bahan bagus harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1197,pokonya sangat bagu the best memang ukurannya pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1198,kualitas produk bagus keren,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1199,pelayanan ramah dan bajunya bagus,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
